magasin,nomenclature,quantite_exploitation,quantite_stock,deficit
MDM,5975-14-6014460,6.0,2.0,-4.0
MDM,5996-14-5886251,11.0,1.0,-10.0
MDM,5998-14-4746028,73.0,3.0,-70.0
MDM,5998-14-4747177,24.0,3.0,-21.0
MDM,5998-14-4747179,22.0,3.0,-19.0
MDM,5998-14-4823886,18.0,3.0,-15.0
MDM,5998-14-5115509,70.0,5.0,-65.0
MDM,5998-14-5115514,128.0,2.0,-126.0
MDM,5998-14-5115515,18.0,5.0,-13.0
MDM,5998-14-5115538,29.0,1.0,-28.0
MDM,5998-14-5115539,46.0,4.0,-42.0
MDM,5998-14-5115541,9.0,1.0,-8.0
MDM,5998-14-5149568,11.0,3.0,-8.0
MDM,5998-14-5149570,11.0,1.0,-10.0
MDM,5998-14-5149581,114.0,4.0,-110.0
MDM,5998-14-5149583,53.0,6.0,-47.0
MDM,5998-14-5149588,3.0,1.0,-2.0
MDM,5998-14-5216510,5.0,2.0,-3.0
MDM,5998-14-5216511,14.0,3.0,-11.0
MDM,5998-14-5217075,22.0,3.0,-19.0
MDM,5998-14-5594755,23.0,6.0,-17.0
MDM,5998-14-5595819,3.0,1.0,-2.0
MDM,5998-14-5595820,8.0,2.0,-6.0
MDM,5998-14-5648968,24.0,1.0,-23.0
MDM,5998-14-5649218,193.0,3.0,-190.0
MDM,5998-14-5649230,8.0,4.0,-4.0
MDM,5998-14-5649251,25.0,3.0,-22.0
MDM,5998-14-5649253,18.0,5.0,-13.0
MDM,5998-14-5649434,12.0,4.0,-8.0
MDM,5998-14-5709364,69.0,2.0,-67.0
MDM,5998-14-5729629,3.0,2.0,-1.0
MDM,5998-14-5729634,25.0,2.0,-23.0
MDM,5998-14-5776623,8.0,1.0,-7.0
MDM,5998-14-5812746,60.0,1.0,-59.0
MDM,5998-20-0085537,52.0,1.0,-51.0
MDM,5998-20-0085538,40.0,1.0,-39.0
MDM,6030-14-5451517,10.0,2.0,-8.0
MDM,6130-14-4532514,21.0,1.0,-20.0
MDM,6130-14-5650944,5.0,2.0,-3.0
MDM,7010-14-5534805,2.0,1.0,-1.0
MDM,7010-14-5961808,2.0,1.0,-1.0
MDM,7025-01-4976237,16.0,2.0,-14.0
MDM,7025-01-5154390,9.0,1.0,-8.0
MDM,7025-01-5259491,8.0,1.0,-7.0
MDM,7025-01-6241110,5.0,1.0,-4.0
MDM,7025-01-6429635,11.0,3.0,-8.0
MDM,7025-01-6659124,3.0,1.0,-2.0
MDM,7025-01-6691110,32.0,1.0,-31.0
MDM,7025-01-6712573,7.0,3.0,-4.0
MDM,7025-01-6720552,18.0,1.0,-17.0
MDM,7025-01-6823189,11.0,1.0,-10.0
MDM,7025-01-6906089,13.0,5.0,-8.0
MDM,7025-01-6963056,16.0,11.0,-5.0
MDM,7025-01-7016891,26.0,2.0,-24.0
MDM,7025-14-4504323,3.0,1.0,-2.0
MDM,7025-14-6013580,9.0,2.0,-7.0
MDM,7050-01-6000825,8.0,6.0,-2.0
MDM,7050-14-5464042,3.0,2.0,-1.0
MDM,7490-01-6289942,4.0,1.0,-3.0
MRC,5180-01-6719397,3.0,2.0,-1.0
MRC,5180-01-6719403,3.0,1.0,-2.0
MRC,5805-01-6721744,5.0,1.0,-4.0
MRC,5805-14-5135582,22.0,1.0,-21.0
MRC,5805-14-5395176,132.0,1.0,-131.0
MRC,5805-14-5395177,5.0,2.0,-3.0
MRC,5805-14-5407613,352.0,1.0,-351.0
MRC,5805-14-5649505,71.0,2.0,-69.0
MRC,5805-14-5883097,18.0,1.0,-17.0
MRC,5810-14-5860295,10.0,4.0,-6.0
MRC,5810-14-5860296,15.0,5.0,-10.0
MRC,5810-14-5860297,5.0,1.0,-4.0
MRC,5810-14-5872748,24.0,1.0,-23.0
MRC,5810-14-5872750,24.0,1.0,-23.0
MRC,5810-14-5980146,3.0,1.0,-2.0
MRC,5820-01-6504028,8.0,1.0,-7.0
MRC,5820-14-5649877,18.0,1.0,-17.0
MRC,5820-14-5699765,393.0,2.0,-391.0
MRC,5820-22-6229684,2.0,1.0,-1.0
MRC,5820-99-9251541,7.0,2.0,-5.0
MRC,5895-01-5598030,3.0,1.0,-2.0
MRC,5895-01-6589391,41.0,19.0,-22.0
MRC,5895-01-6590453,57.0,10.0,-47.0
MRC,5895-01-6659304,5.0,1.0,-4.0
MRC,5895-14-4172146,4.0,3.0,-1.0
MRC,5895-14-5223318,14.0,1.0,-13.0
MRC,5895-14-5603031,20.0,1.0,-19.0
MRC,5895-14-5606807,22.0,4.0,-18.0
MRC,5895-14-5606810,4.0,2.0,-2.0
MRC,5895-14-5710809,6.0,1.0,-5.0
MRC,5895-14-5818581,47.0,18.0,-29.0
MRC,5895-15-1922999,5.0,1.0,-4.0
MRC,5895-20-0078044,16.0,2.0,-14.0
MRC,5915-14-4852179,39.0,1.0,-38.0
MRC,5930-01-5997585,9.0,2.0,-7.0
MRC,5963-01-5295714,3.0,1.0,-2.0
MRC,5965-14-5596464,328.0,37.0,-291.0
MRC,5975-01-6429653,17.0,10.0,-7.0
MRC,5975-14-4761893,7.0,4.0,-3.0
MRC,5975-14-4875871,3.0,1.0,-2.0
MRC,5975-14-5882845,9.0,2.0,-7.0
MRC,5996-14-4823376,6.0,1.0,-5.0
MRC,5998-01-4970950,3.0,1.0,-2.0
MRC,5998-01-5372086,4.0,2.0,-2.0
MRC,5998-01-5834169,7.0,3.0,-4.0
MRC,5998-14-4252193,5.0,1.0,-4.0
MRC,5998-14-4491642,10.0,1.0,-9.0
MRC,5998-14-4491643,4.0,2.0,-2.0
MRC,5998-14-4491646,9.0,3.0,-6.0
MRC,5998-14-4491655,5.0,1.0,-4.0
MRC,5998-14-4535515,183.0,9.0,-174.0
MRC,5998-14-4535516,12.0,1.0,-11.0
MRC,5998-14-4535518,34.0,2.0,-32.0
MRC,5998-14-4535521,42.0,1.0,-41.0
MRC,5998-14-4535523,30.0,3.0,-27.0
MRC,5998-14-4536850,20.0,1.0,-19.0
MRC,5998-14-4536854,102.0,2.0,-100.0
MRC,5998-14-4636517,99.0,3.0,-96.0
MRC,5998-14-4636519,29.0,1.0,-28.0
MRC,5998-14-4636521,5.0,2.0,-3.0
MRC,5998-14-4746028,8.0,5.0,-3.0
MRC,5998-14-4747177,8.0,1.0,-7.0
MRC,5998-14-4747179,8.0,1.0,-7.0
MRC,5998-14-4760551,8.0,1.0,-7.0
MRC,5998-14-4761675,6.0,1.0,-5.0
MRC,5998-14-4761905,12.0,2.0,-10.0
MRC,5998-14-4761918,9.0,2.0,-7.0
MRC,5998-14-4761920,6.0,2.0,-4.0
MRC,5998-14-4779666,3.0,1.0,-2.0
MRC,5998-14-4823886,8.0,1.0,-7.0
MRC,5998-14-4852163,24.0,1.0,-23.0
MRC,5998-14-4852169,25.0,1.0,-24.0
MRC,5998-14-4852180,4.0,1.0,-3.0
MRC,5998-14-4891305,15.0,2.0,-13.0
MRC,5998-14-4978786,12.0,2.0,-10.0
MRC,5998-14-4978788,2.0,1.0,-1.0
MRC,5998-14-5115509,28.0,4.0,-24.0
MRC,5998-14-5115514,43.0,1.0,-42.0
MRC,5998-14-5115538,14.0,4.0,-10.0
MRC,5998-14-5115539,14.0,1.0,-13.0
MRC,5998-14-5126208,21.0,1.0,-20.0
MRC,5998-14-5149568,4.0,1.0,-3.0
MRC,5998-14-5149581,67.0,6.0,-61.0
MRC,5998-14-5149583,10.0,1.0,-9.0
MRC,5998-14-5149588,7.0,1.0,-6.0
MRC,5998-14-5164411,4.0,1.0,-3.0
MRC,5998-14-5192060,3.0,1.0,-2.0
MRC,5998-14-5216510,5.0,2.0,-3.0
MRC,5998-14-5216512,48.0,2.0,-46.0
MRC,5998-14-5217075,9.0,2.0,-7.0
MRC,5998-14-5223330,2.0,1.0,-1.0
MRC,5998-14-5271978,10.0,1.0,-9.0
MRC,5998-14-5402907,3.0,1.0,-2.0
MRC,5998-14-5511953,5.0,1.0,-4.0
MRC,5998-14-5521029,2.0,1.0,-1.0
MRC,5998-14-5594755,8.0,3.0,-5.0
MRC,5998-14-5648968,53.0,5.0,-48.0
MRC,5998-14-5649218,540.0,4.0,-536.0
MRC,5998-14-5649223,5.0,1.0,-4.0
MRC,5998-14-5649230,48.0,8.0,-40.0
MRC,5998-14-5649251,16.0,7.0,-9.0
MRC,5998-14-5649253,43.0,6.0,-37.0
MRC,5998-14-5649411,10.0,3.0,-7.0
MRC,5998-14-5649434,23.0,7.0,-16.0
MRC,5998-14-5709364,273.0,7.0,-266.0
MRC,5998-14-5729629,9.0,2.0,-7.0
MRC,5998-14-5729634,42.0,6.0,-36.0
MRC,5998-14-5776623,23.0,2.0,-21.0
MRC,5998-14-5812746,20.0,2.0,-18.0
MRC,5998-14-5890370,46.0,2.0,-44.0
MRC,5998-20-0085537,16.0,2.0,-14.0
MRC,5998-20-0085538,11.0,1.0,-10.0
MRC,5998-20-0085539,23.0,1.0,-22.0
MRC,6030-01-4861256,4.0,2.0,-2.0
MRC,6130-14-4587098,3.0,1.0,-2.0
MRC,6130-14-4852167,24.0,2.0,-22.0
MRC,6130-14-5147163,19.0,3.0,-16.0
MRC,6130-14-5648974,67.0,4.0,-63.0
MRC,6130-14-5649300,7.0,4.0,-3.0
MRC,7010-14-5636071,14.0,3.0,-11.0
MRC,7010-14-5961808,6.0,2.0,-4.0
MRC,7021-14-5732755,5.0,2.0,-3.0
MRC,7025-01-4721969,3.0,1.0,-2.0
MRC,7025-01-5455184,73.0,3.0,-70.0
MRC,7025-01-5867725,4.0,1.0,-3.0
MRC,7025-01-6113327,2.0,1.0,-1.0
MRC,7025-01-6241110,18.0,1.0,-17.0
MRC,7025-01-6295560,87.0,2.0,-85.0
MRC,7025-01-6305849,55.0,3.0,-52.0
MRC,7025-01-6336396,8.0,2.0,-6.0
MRC,7025-01-6409763,37.0,3.0,-34.0
MRC,7025-01-6471720,123.0,3.0,-120.0
MRC,7025-01-6504722,4.0,2.0,-2.0
MRC,7025-01-6519677,5.0,2.0,-3.0
MRC,7025-01-6659124,4.0,2.0,-2.0
MRC,7025-01-6659548,2.0,1.0,-1.0
MRC,7025-01-6667665,53.0,1.0,-52.0
MRC,7025-01-6691110,9.0,1.0,-8.0
MRC,7025-01-6720552,23.0,2.0,-21.0
MRC,7025-01-6746466,3.0,1.0,-2.0
MRC,7025-01-6795313,4.0,1.0,-3.0
MRC,7025-01-6823189,6.0,5.0,-1.0
MRC,7025-01-6997334,46.0,21.0,-25.0
MRC,7025-01-7006887,12.0,4.0,-8.0
MRC,7025-01-7016891,5.0,2.0,-3.0
MRC,7025-14-5812058,37.0,2.0,-35.0
MRC,7025-14-5849743,21.0,1.0,-20.0
MRC,7025-14-5947569,21.0,1.0,-20.0
MRC,7025-14-6034814,20.0,1.0,-19.0
MRC,7025-15-0137638,61.0,10.0,-51.0
MRC,7025-15-0162514,102.0,10.0,-92.0
MRC,7035-01-6083487,16.0,3.0,-13.0
MRC,7035-12-4012369,27.0,1.0,-26.0
MRC,7035-14-5860693,11.0,3.0,-8.0
MRC,7035-14-5914982,7.0,2.0,-5.0
MRC,7050-20-0042340,51.0,1.0,-50.0
MRC,7490-01-6289942,25.0,1.0,-24.0
PAU,5805-14-5407613,111.0,1.0,-110.0
PAU,5810-14-5860296,12.0,1.0,-11.0
PAU,5810-14-5879461,5.0,1.0,-4.0
PAU,5820-22-6224794,2.0,1.0,-1.0
PAU,5820-99-9251541,7.0,1.0,-6.0
PAU,5895-01-5598030,12.0,2.0,-10.0
PAU,5895-01-6312265,88.0,20.0,-68.0
PAU,5895-01-6590453,42.0,3.0,-39.0
PAU,5895-14-5591085,11.0,10.0,-1.0
PAU,5895-20-0078044,2.0,1.0,-1.0
PAU,5930-01-6692243,10.0,8.0,-2.0
PAU,5930-15-0140306,6.0,3.0,-3.0
PAU,5930-22-6312299,5.0,3.0,-2.0
PAU,5975-14-6014460,12.0,2.0,-10.0
PAU,5998-14-5648968,22.0,2.0,-20.0
PAU,5998-14-5649218,179.0,4.0,-175.0
PAU,5998-14-5649230,16.0,2.0,-14.0
PAU,5998-14-5649251,15.0,1.0,-14.0
PAU,5998-14-5649253,16.0,1.0,-15.0
PAU,5998-14-5649409,3.0,1.0,-2.0
PAU,5998-14-5649411,8.0,1.0,-7.0
PAU,5998-14-5649434,9.0,3.0,-6.0
PAU,5998-14-5709364,37.0,3.0,-34.0
PAU,5998-14-5729629,6.0,2.0,-4.0
PAU,5998-14-5729634,17.0,3.0,-14.0
PAU,5998-14-5812746,4.0,1.0,-3.0
PAU,5998-20-0085537,2.0,1.0,-1.0
PAU,6030-01-5849988,65.0,1.0,-64.0
PAU,6130-14-5648974,40.0,2.0,-38.0
PAU,6130-14-5649300,11.0,2.0,-9.0
PAU,7010-14-5961808,6.0,1.0,-5.0
PAU,7025-01-5455184,172.0,35.0,-137.0
PAU,7025-01-6162699,6.0,1.0,-5.0
PAU,7025-01-6295560,7.0,2.0,-5.0
PAU,7025-01-6471720,79.0,1.0,-78.0
PAU,7025-01-6519677,20.0,1.0,-19.0
PAU,7025-01-6571299,4.0,1.0,-3.0
PAU,7025-01-6659124,9.0,1.0,-8.0
PAU,7025-01-6691110,2.0,1.0,-1.0
PAU,7025-01-6720552,14.0,1.0,-13.0
PAU,7025-01-6735508,8.0,3.0,-5.0
PAU,7025-01-6822886,3.0,2.0,-1.0
PAU,7025-01-6963056,19.0,4.0,-15.0
PAU,7025-01-6997334,42.0,2.0,-40.0
PAU,7025-01-7006887,13.0,2.0,-11.0
PAU,7025-14-5812059,5.0,1.0,-4.0
PAU,7025-15-0137638,66.0,9.0,-57.0
PAU,7025-15-0162514,112.0,4.0,-108.0
PAU,7035-14-5914982,3.0,2.0,-1.0
PAU,7050-01-6000825,21.0,1.0,-20.0
PAU,7050-14-5822576,62.0,1.0,-61.0
PAU,7490-01-6289942,17.0,3.0,-14.0
PAU,9010-DI-1092016,3.0,2.0,-1.0
PAU,9020-DI-1082016,3.0,2.0,-1.0
PAU,9030-DI-0012017,10.0,5.0,-5.0
